gameId,rowid,trialNum,name,pResp,text,span,normalized_span,referent,flowers,color
cK5bFKgBKPiq4oCki,8295,21,Repi,3,sunflower,sunflower,sunflower,3,"2:12, 7:8, 3:5, 6:3, 8:2, 5:1",yellow
cK5bFKgBKPiq4oCki,8299,22,Laju,4,cluster,cluster,cluster,4,"5:11, 4:9, 1:7, 10:6, 8:5, 3:4",yellow
cK5bFKgBKPiq4oCki,8300,22,Minu,5,3 dandelion,3 dandelion,3 dandelion,5,"5:11, 4:9, 1:7, 10:6, 8:5, 3:4",yellow
cK5bFKgBKPiq4oCki,8301,22,Repi,1,orange tips,orange tips,orange tips,1,"5:11, 4:9, 1:7, 10:6, 8:5, 3:4",yellow
cK5bFKgBKPiq4oCki,8305,23,Laju,8,the 4 dense flowers,the 4 dense flowers,the 4 dense flowers,8,"5:11, 8:9, 12:8, 7:6, 1:4, 9:3",yellow
cK5bFKgBKPiq4oCki,8306,23,Minu,5,3 dan again,3 dan again,3 dan again,5,"5:11, 8:9, 12:8, 7:6, 1:4, 9:3",yellow
cK5bFKgBKPiq4oCki,8307,23,Repi,12,rose,rose,rose,12,"5:11, 8:9, 12:8, 7:6, 1:4, 9:3",yellow
cK5bFKgBKPiq4oCki,8310,23,Laju,8,gj guys!,,,,"5:11, 8:9, 12:8, 7:6, 1:4, 9:3",yellow
DTw5mrEvPvfyuEiGw,289,0,Laju,1,Hi,,,,"11:11, 3:9, 1:4, 2:3, 12:2, 9:1",yellow
DTw5mrEvPvfyuEiGw,290,0,Repi,3,The yellow flower with a brownish middle is best for me,The yellow flower with a brownish middle,The yellow flower with a brownish middle,3,"11:11, 3:9, 1:4, 2:3, 12:2, 9:1",yellow
DTw5mrEvPvfyuEiGw,291,0,Minu,11,the floppy looking one is best for me,the floppy looking one,the floppy looking one,11,"11:11, 3:9, 1:4, 2:3, 12:2, 9:1",yellow
DTw5mrEvPvfyuEiGw,292,0,Repi,3,Hiya :),,,,"11:11, 3:9, 1:4, 2:3, 12:2, 9:1",yellow
DTw5mrEvPvfyuEiGw,293,0,Laju,1,The floppy one is the best for me too,The floppy one ,The floppy one ,11,"11:11, 3:9, 1:4, 2:3, 12:2, 9:1",yellow
DTw5mrEvPvfyuEiGw,294,0,Laju,1,So you can choose it,,,,"11:11, 3:9, 1:4, 2:3, 12:2, 9:1",yellow
DTw5mrEvPvfyuEiGw,295,0,Minu,11,alright sounds good,,,,"11:11, 3:9, 1:4, 2:3, 12:2, 9:1",yellow
DTw5mrEvPvfyuEiGw,297,0,Laju,1,I dont have any other very high profit ones,,,,"11:11, 3:9, 1:4, 2:3, 12:2, 9:1",yellow
DTw5mrEvPvfyuEiGw,298,0,Laju,1,any suggestions?,,,,"11:11, 3:9, 1:4, 2:3, 12:2, 9:1",yellow
DTw5mrEvPvfyuEiGw,299,0,Minu,11,do you have any that are missing the profit bar?,,,,"11:11, 3:9, 1:4, 2:3, 12:2, 9:1",yellow
DTw5mrEvPvfyuEiGw,300,0,Laju,1,the one that kind of looks like a sunflower,the one that kind of looks like a sunflower,the one that kind of looks like a sunflower,3,"11:11, 3:9, 1:4, 2:3, 12:2, 9:1",yellow
DTw5mrEvPvfyuEiGw,301,0,Repi,3,"I have two missing profit bars, the floppy one and the one with orange tips",the floppy one,the floppy one,11,"11:11, 3:9, 1:4, 2:3, 12:2, 9:1",yellow
DTw5mrEvPvfyuEiGw,301,0,Repi,3,"I have two missing profit bars, the floppy one and the one with orange tips",the one with orange tips,the one with orange tips,1,"11:11, 3:9, 1:4, 2:3, 12:2, 9:1",yellow
DTw5mrEvPvfyuEiGw,302,0,Repi,3,the sunflower one has a high profit bar,the sunflower one,the sunflower one,3,"11:11, 3:9, 1:4, 2:3, 12:2, 9:1",yellow
DTw5mrEvPvfyuEiGw,303,0,Repi,3,so i can choose the sunflower one,the sunflower one,the sunflower one,3,"11:11, 3:9, 1:4, 2:3, 12:2, 9:1",yellow
DTw5mrEvPvfyuEiGw,304,0,Laju,1,Ok,,,,"11:11, 3:9, 1:4, 2:3, 12:2, 9:1",yellow
DTw5mrEvPvfyuEiGw,306,0,Laju,1,Im missing the profit for the one with a spike in the middle,the one with a spike in the middle,the one with a spike in the middle,9,"11:11, 3:9, 1:4, 2:3, 12:2, 9:1",yellow
DTw5mrEvPvfyuEiGw,307,0,Laju,1,6 outer petals,6 outer petals,6 outer petals,9,"11:11, 3:9, 1:4, 2:3, 12:2, 9:1",yellow
DTw5mrEvPvfyuEiGw,308,0,Repi,3,that has a low profit,,,,"11:11, 3:9, 1:4, 2:3, 12:2, 9:1",yellow
DTw5mrEvPvfyuEiGw,309,0,Laju,1,halfway at least?,,,,"11:11, 3:9, 1:4, 2:3, 12:2, 9:1",yellow
DTw5mrEvPvfyuEiGw,310,0,Repi,3,less,,,,"11:11, 3:9, 1:4, 2:3, 12:2, 9:1",yellow
DTw5mrEvPvfyuEiGw,311,0,Minu,11,the orange tipped flower is close to halfway,the orange tipped flower,the orange tipped flower,1,"11:11, 3:9, 1:4, 2:3, 12:2, 9:1",yellow
DTw5mrEvPvfyuEiGw,312,0,Repi,3,do the orange tipped one,the orange tipped one,the orange tipped one,1,"11:11, 3:9, 1:4, 2:3, 12:2, 9:1",yellow
DTw5mrEvPvfyuEiGw,313,0,Laju,1,ill go for orange tip then,orange tip,orange tip,1,"11:11, 3:9, 1:4, 2:3, 12:2, 9:1",yellow
DTw5mrEvPvfyuEiGw,315,1,Minu,4,the red middle with spike is best for me,the red middle with spike,the red middle with spike,2,"2:12, 8:8, 4:7, 7:6, 3:4, 12:2",yellow
DTw5mrEvPvfyuEiGw,316,1,Repi,2,The one with the red inside is best yeah,The one with the red inside,The one with the red inside,2,"2:12, 8:8, 4:7, 7:6, 3:4, 12:2",yellow
DTw5mrEvPvfyuEiGw,317,1,Laju,8,highest for me is the 4 circular ones,the 4 circular ones,the 4 circular ones,8,"2:12, 8:8, 4:7, 7:6, 3:4, 12:2",yellow
DTw5mrEvPvfyuEiGw,318,1,Laju,8,"then second highest is the bunch with many flowers, bar is over halfway",the bunch with many flowers,the bunch with many flowers,4,"2:12, 8:8, 4:7, 7:6, 3:4, 12:2",yellow
DTw5mrEvPvfyuEiGw,319,1,Repi,2,the one that looks like 4 fluff balls is over halway,the one that looks like 4 fluff balls,the one that looks like 4 fluff balls,8,"2:12, 8:8, 4:7, 7:6, 3:4, 12:2",yellow
DTw5mrEvPvfyuEiGw,320,1,Minu,4,i am going to do the one that looks like a bunch of flowers so someone can do the red middle one and four circles one,the one that looks like a bunch of flowers,the one that looks like a bunch of flowers,4,"2:12, 8:8, 4:7, 7:6, 3:4, 12:2",yellow
DTw5mrEvPvfyuEiGw,320,1,Minu,4,i am going to do the one that looks like a bunch of flowers so someone can do the red middle one and four circles one,the red middle one,the red middle one,2,"2:12, 8:8, 4:7, 7:6, 3:4, 12:2",yellow
DTw5mrEvPvfyuEiGw,320,1,Minu,4,i am going to do the one that looks like a bunch of flowers so someone can do the red middle one and four circles one,four circles one,four circles one,8,"2:12, 8:8, 4:7, 7:6, 3:4, 12:2",yellow
DTw5mrEvPvfyuEiGw,322,1,Laju,8,Ok repi you do the red middle,the red middle,the red middle,2,"2:12, 8:8, 4:7, 7:6, 3:4, 12:2",yellow
DTw5mrEvPvfyuEiGw,324,1,Repi,2,Okay,,,,"2:12, 8:8, 4:7, 7:6, 3:4, 12:2",yellow
DTw5mrEvPvfyuEiGw,325,1,Laju,8,Ill do the 4 circles,the 4 circles,the 4 circles,8,"2:12, 8:8, 4:7, 7:6, 3:4, 12:2",yellow
DTw5mrEvPvfyuEiGw,327,2,Laju,7,Highest for me is the one with 7 petals,the one with 7 petals,the one with 7 petals,7,"6:12, 7:8, 2:6, 1:5, 10:2, 3:1",yellow
DTw5mrEvPvfyuEiGw,328,2,Repi,6,The low quality image with the faint orange middle is my highlight,the faint orange middle,the faint orange middle,6,"6:12, 7:8, 2:6, 1:5, 10:2, 3:1",yellow
DTw5mrEvPvfyuEiGw,329,2,Minu,6,same repi,,,,"6:12, 7:8, 2:6, 1:5, 10:2, 3:1",yellow
DTw5mrEvPvfyuEiGw,330,2,Repi,6,the second best is the 7 petals,the 7 petals,the 7 petals,7,"6:12, 7:8, 2:6, 1:5, 10:2, 3:1",yellow
DTw5mrEvPvfyuEiGw,331,2,Minu,6,the red center is about half way,the red center,the red center,2,"6:12, 7:8, 2:6, 1:5, 10:2, 3:1",yellow
DTw5mrEvPvfyuEiGw,332,2,Laju,7,I'll take the 7 petal one,the 7 petal one,the 7 petal one,7,"6:12, 7:8, 2:6, 1:5, 10:2, 3:1",yellow
DTw5mrEvPvfyuEiGw,333,2,Repi,6,im not sure about the orange tips or red centre,the orange tips,the orange tips,1,"6:12, 7:8, 2:6, 1:5, 10:2, 3:1",yellow
DTw5mrEvPvfyuEiGw,333,2,Repi,6,im not sure about the orange tips or red centre,red centre,red centre,2,"6:12, 7:8, 2:6, 1:5, 10:2, 3:1",yellow
DTw5mrEvPvfyuEiGw,335,2,Minu,6,"orange tips is less than half, red center is half",orange tips,orange tips,1,"6:12, 7:8, 2:6, 1:5, 10:2, 3:1",yellow
DTw5mrEvPvfyuEiGw,335,2,Minu,6,"orange tips is less than half, red center is half",red center,red center,2,"6:12, 7:8, 2:6, 1:5, 10:2, 3:1",yellow
DTw5mrEvPvfyuEiGw,336,2,Laju,7,yeah,,,,"6:12, 7:8, 2:6, 1:5, 10:2, 3:1",yellow
DTw5mrEvPvfyuEiGw,337,2,Laju,7,I cant see the sunflower bar,the sunflower,the sunflower,3,"6:12, 7:8, 2:6, 1:5, 10:2, 3:1",yellow
DTw5mrEvPvfyuEiGw,338,2,Repi,6,red centre is best then,red centre,red centre,2,"6:12, 7:8, 2:6, 1:5, 10:2, 3:1",yellow
DTw5mrEvPvfyuEiGw,339,2,Repi,6,sunflower is very small,sunflower,sunflower,3,"6:12, 7:8, 2:6, 1:5, 10:2, 3:1",yellow
DTw5mrEvPvfyuEiGw,340,2,Laju,7,ok,,,,"6:12, 7:8, 2:6, 1:5, 10:2, 3:1",yellow
DTw5mrEvPvfyuEiGw,342,2,Laju,7,red centre and faint orange one then,red centre ,red centre ,2,"6:12, 7:8, 2:6, 1:5, 10:2, 3:1",yellow
DTw5mrEvPvfyuEiGw,342,2,Laju,7,red centre and faint orange one then,faint orange one,faint orange one,6,"6:12, 7:8, 2:6, 1:5, 10:2, 3:1",yellow
DTw5mrEvPvfyuEiGw,344,3,Laju,2,red middle highest by far,red middle,red middle,2,"2:11, 6:9, 1:7, 3:6, 7:5, 8:3",yellow
DTw5mrEvPvfyuEiGw,345,3,Minu,6,same faint orange is highest again,same faint orange,same faint orange,6,"2:11, 6:9, 1:7, 3:6, 7:5, 8:3",yellow
DTw5mrEvPvfyuEiGw,346,3,Repi,1,Orange tips shows middle for me,Orange tips,Orange tips,1,"2:11, 6:9, 1:7, 3:6, 7:5, 8:3",yellow
DTw5mrEvPvfyuEiGw,347,3,Laju,2,sunflower is just under halfway,sunflower,sunflower,3,"2:11, 6:9, 1:7, 3:6, 7:5, 8:3",yellow
DTw5mrEvPvfyuEiGw,348,3,Laju,2,I can go for red middle,red middle,red middle,2,"2:11, 6:9, 1:7, 3:6, 7:5, 8:3",yellow
DTw5mrEvPvfyuEiGw,350,3,Minu,6,"laju do you want to do the red middle, repi the orange tips, and i do the orange middle?",the red middle,the red middle,2,"2:11, 6:9, 1:7, 3:6, 7:5, 8:3",yellow
DTw5mrEvPvfyuEiGw,350,3,Minu,6,"laju do you want to do the red middle, repi the orange tips, and i do the orange middle?",the orange tips,the orange tips,1,"2:11, 6:9, 1:7, 3:6, 7:5, 8:3",yellow
DTw5mrEvPvfyuEiGw,350,3,Minu,6,"laju do you want to do the red middle, repi the orange tips, and i do the orange middle?",the orange middle,the orange middle,6,"2:11, 6:9, 1:7, 3:6, 7:5, 8:3",yellow
DTw5mrEvPvfyuEiGw,351,3,Minu,6,ok,,,,"2:11, 6:9, 1:7, 3:6, 7:5, 8:3",yellow
DTw5mrEvPvfyuEiGw,353,3,Repi,1,shall i do orange tips?,orange tips,orange tips,1,"2:11, 6:9, 1:7, 3:6, 7:5, 8:3",yellow
DTw5mrEvPvfyuEiGw,354,3,Minu,6,yeah,,,,"2:11, 6:9, 1:7, 3:6, 7:5, 8:3",yellow
DTw5mrEvPvfyuEiGw,356,4,Minu,8,four circles highest,four circles,four circles,8,"8:10, 11:8, 9:5, 12:4, 6:3, 4:2",yellow
DTw5mrEvPvfyuEiGw,357,4,Laju,11,floppy one highest on mine,floppy one,floppy one,11,"8:10, 11:8, 9:5, 12:4, 6:3, 4:2",yellow
DTw5mrEvPvfyuEiGw,358,4,Repi,9,i cant see the one with the small spike in the middle,the one with the small spike in the middle,the one with the small spike in the middle,9,"8:10, 11:8, 9:5, 12:4, 6:3, 4:2",yellow
DTw5mrEvPvfyuEiGw,359,4,Repi,9,all the others are low,,,,"8:10, 11:8, 9:5, 12:4, 6:3, 4:2",yellow
DTw5mrEvPvfyuEiGw,360,4,Laju,11,thats under halfway,,,,"8:10, 11:8, 9:5, 12:4, 6:3, 4:2",yellow
DTw5mrEvPvfyuEiGw,361,4,Minu,8,it is below half for that one,,,,"8:10, 11:8, 9:5, 12:4, 6:3, 4:2",yellow
DTw5mrEvPvfyuEiGw,362,4,Laju,11,but decent,,,,"8:10, 11:8, 9:5, 12:4, 6:3, 4:2",yellow
DTw5mrEvPvfyuEiGw,363,4,Laju,11,about 40%,,,,"8:10, 11:8, 9:5, 12:4, 6:3, 4:2",yellow
DTw5mrEvPvfyuEiGw,364,4,Repi,9,thats the best third choice then,,,,"8:10, 11:8, 9:5, 12:4, 6:3, 4:2",yellow
DTw5mrEvPvfyuEiGw,365,4,Laju,11,I'll do the floppy one,the floppy one,the floppy one,11,"8:10, 11:8, 9:5, 12:4, 6:3, 4:2",yellow
DTw5mrEvPvfyuEiGw,367,4,Minu,8,ill do the circles,the circles,the circles,8,"8:10, 11:8, 9:5, 12:4, 6:3, 4:2",yellow
DTw5mrEvPvfyuEiGw,370,5,Minu,5,sunflower highest,sunflower,sunflower,3,"3:10, 1:7, 5:6, 4:5, 12:3, 9:2",yellow
DTw5mrEvPvfyuEiGw,371,5,Repi,3,sunflower is very high,sunflower,sunflower,3,"3:10, 1:7, 5:6, 4:5, 12:3, 9:2",yellow
DTw5mrEvPvfyuEiGw,372,5,Laju,1,Orange tips highest for me,Orange tips,Orange tips,1,"3:10, 1:7, 5:6, 4:5, 12:3, 9:2",yellow
DTw5mrEvPvfyuEiGw,373,5,Minu,5,then the three small ones are around the middle,the three small ones are around the middle,the three small ones are around the middle,5,"3:10, 1:7, 5:6, 4:5, 12:3, 9:2",yellow
DTw5mrEvPvfyuEiGw,374,5,Repi,3,what about the 3 small ones,the 3 small ones,the 3 small ones,3,"3:10, 1:7, 5:6, 4:5, 12:3, 9:2",yellow
DTw5mrEvPvfyuEiGw,375,5,Minu,5,they are at half,,,,"3:10, 1:7, 5:6, 4:5, 12:3, 9:2",yellow
DTw5mrEvPvfyuEiGw,376,5,Laju,1,halfway basically,,,,"3:10, 1:7, 5:6, 4:5, 12:3, 9:2",yellow
DTw5mrEvPvfyuEiGw,377,5,Minu,5,what is the orange tips at?,the orange tips,the orange tips,1,"3:10, 1:7, 5:6, 4:5, 12:3, 9:2",yellow
DTw5mrEvPvfyuEiGw,378,5,Laju,1,Over half,,,,"3:10, 1:7, 5:6, 4:5, 12:3, 9:2",yellow
DTw5mrEvPvfyuEiGw,379,5,Repi,3,halfway for orange tips,orange tips,orange tips,1,"3:10, 1:7, 5:6, 4:5, 12:3, 9:2",yellow
DTw5mrEvPvfyuEiGw,380,5,Laju,1,tiny bit better,,,,"3:10, 1:7, 5:6, 4:5, 12:3, 9:2",yellow
DTw5mrEvPvfyuEiGw,381,5,Minu,5,i will do the thrid best for the 3 little ones,the 3 little ones,the 3 little ones,5,"3:10, 1:7, 5:6, 4:5, 12:3, 9:2",yellow
DTw5mrEvPvfyuEiGw,383,5,Laju,1,Okay Repi can you do the sunflower,the sunflower,the sunflower,3,"3:10, 1:7, 5:6, 4:5, 12:3, 9:2",yellow
DTw5mrEvPvfyuEiGw,384,5,Laju,1,is that the highest,,,,"3:10, 1:7, 5:6, 4:5, 12:3, 9:2",yellow
DTw5mrEvPvfyuEiGw,385,5,Repi,3,yup,,,,"3:10, 1:7, 5:6, 4:5, 12:3, 9:2",yellow
DTw5mrEvPvfyuEiGw,388,6,Laju,2,Red middle highest,Red middle,Red middle,2,"2:10, 5:8, 1:5, 9:4, 8:3, 11:1",yellow
DTw5mrEvPvfyuEiGw,389,6,Repi,5,3 small flowers is over halfway,3 small flowers,3 small flowers,5,"2:10, 5:8, 1:5, 9:4, 8:3, 11:1",yellow
DTw5mrEvPvfyuEiGw,390,6,Minu,1,"red center highest, then 3 little, then orange tips",red center ,red center ,2,"2:10, 5:8, 1:5, 9:4, 8:3, 11:1",yellow
DTw5mrEvPvfyuEiGw,390,6,Minu,1,"red center highest, then 3 little, then orange tips",3 little,3 little,5,"2:10, 5:8, 1:5, 9:4, 8:3, 11:1",yellow
DTw5mrEvPvfyuEiGw,390,6,Minu,1,"red center highest, then 3 little, then orange tips",orange tips,orange tips,1,"2:10, 5:8, 1:5, 9:4, 8:3, 11:1",yellow
DTw5mrEvPvfyuEiGw,391,6,Laju,2,Ok sounds good,,,,"2:10, 5:8, 1:5, 9:4, 8:3, 11:1",yellow
DTw5mrEvPvfyuEiGw,392,6,Repi,5,which shall I choose?,,,,"2:10, 5:8, 1:5, 9:4, 8:3, 11:1",yellow
DTw5mrEvPvfyuEiGw,393,6,Laju,2,ill do red middle,red middle,red middle,2,"2:10, 5:8, 1:5, 9:4, 8:3, 11:1",yellow
DTw5mrEvPvfyuEiGw,395,6,Minu,1,ill do orange tips,orange tips,orange tips,1,"2:10, 5:8, 1:5, 9:4, 8:3, 11:1",yellow
DTw5mrEvPvfyuEiGw,396,6,Minu,1,repi do the three small ones,the three small ones,the three small ones,5,"2:10, 5:8, 1:5, 9:4, 8:3, 11:1",yellow
DTw5mrEvPvfyuEiGw,398,6,Repi,5,sure,,,,"2:10, 5:8, 1:5, 9:4, 8:3, 11:1",yellow
DTw5mrEvPvfyuEiGw,400,7,Laju,5,3 small ones highest for mw,3 small ones,3 small ones,5,"5:10, 12:9, 1:8, 7:6, 4:5, 6:4",yellow
DTw5mrEvPvfyuEiGw,401,7,Laju,5,me*,,,,"5:10, 12:9, 1:8, 7:6, 4:5, 6:4",yellow
DTw5mrEvPvfyuEiGw,402,7,Minu,1,how high is that one?,,,,"5:10, 12:9, 1:8, 7:6, 4:5, 6:4",yellow
DTw5mrEvPvfyuEiGw,403,7,Laju,5,75%,,,,"5:10, 12:9, 1:8, 7:6, 4:5, 6:4",yellow
DTw5mrEvPvfyuEiGw,404,7,Laju,5,Orange tips is second highest for me,Orange tips,Orange tips,1,"5:10, 12:9, 1:8, 7:6, 4:5, 6:4",yellow
DTw5mrEvPvfyuEiGw,405,7,Repi,12,the one that looks like a yellow rose is also halfway,the one that looks like a yellow rose ,the one that looks like a yellow rose ,12,"5:10, 12:9, 1:8, 7:6, 4:5, 6:4",yellow
DTw5mrEvPvfyuEiGw,406,7,Minu,1,the one with the weird middle is similar,the one with the weird middle,the one with the weird middle,12,"5:10, 12:9, 1:8, 7:6, 4:5, 6:4",yellow
DTw5mrEvPvfyuEiGw,407,7,Laju,5,Ill do the 3 small ones,the 3 small ones,the 3 small ones,5,"5:10, 12:9, 1:8, 7:6, 4:5, 6:4",yellow
DTw5mrEvPvfyuEiGw,409,7,Minu,1,repi which one do you want to do?,,,,"5:10, 12:9, 1:8, 7:6, 4:5, 6:4",yellow
DTw5mrEvPvfyuEiGw,410,7,Laju,5,Orange tips is about 65%,Orange tips,Orange tips,1,"5:10, 12:9, 1:8, 7:6, 4:5, 6:4",yellow
DTw5mrEvPvfyuEiGw,411,7,Repi,12,you do orange tips,orange tips,orange tips,1,"5:10, 12:9, 1:8, 7:6, 4:5, 6:4",yellow
DTw5mrEvPvfyuEiGw,412,7,Laju,5,or 60%,,,,"5:10, 12:9, 1:8, 7:6, 4:5, 6:4",yellow
DTw5mrEvPvfyuEiGw,413,7,Minu,1,alright,,,,"5:10, 12:9, 1:8, 7:6, 4:5, 6:4",yellow
DTw5mrEvPvfyuEiGw,416,8,Minu,6,faint orange center hgihest,faint orange center,faint orange center,6,"6:12, 12:8, 9:7, 4:4, 11:3, 1:1",yellow
DTw5mrEvPvfyuEiGw,417,8,Repi,12,weird middle from before is 60%,weird middle from before,weird middle from before,12,"6:12, 12:8, 9:7, 4:4, 11:3, 1:1",yellow
DTw5mrEvPvfyuEiGw,418,8,Repi,12,and spike in middle is 50%,spike in middle,spike in middle,9,"6:12, 12:8, 9:7, 4:4, 11:3, 1:1",yellow
DTw5mrEvPvfyuEiGw,419,8,Minu,6,then the one with the spike in about 50%,the one with the spike,the one with the spike,9,"6:12, 12:8, 9:7, 4:4, 11:3, 1:1",yellow
DTw5mrEvPvfyuEiGw,420,8,Repi,12,yeah,,,,"6:12, 12:8, 9:7, 4:4, 11:3, 1:1",yellow
DTw5mrEvPvfyuEiGw,421,8,Laju,9,i can do the spike,the spike,the spike,9,"6:12, 12:8, 9:7, 4:4, 11:3, 1:1",yellow
DTw5mrEvPvfyuEiGw,422,8,Minu,6,i'll do the faint orange,the faint orange,the faint orange,6,"6:12, 12:8, 9:7, 4:4, 11:3, 1:1",yellow
DTw5mrEvPvfyuEiGw,425,8,Repi,12,i'll do weird middle again,weird middle,weird middle,12,"6:12, 12:8, 9:7, 4:4, 11:3, 1:1",yellow
DTw5mrEvPvfyuEiGw,427,9,Repi,3,sunflower is highest,sunflower,sunflower,3,"3:10, 7:9, 6:7, 2:5, 10:4, 12:1",yellow
DTw5mrEvPvfyuEiGw,428,9,Laju,6,Sunflower about 75%,Sunflower,Sunflower,3,"3:10, 7:9, 6:7, 2:5, 10:4, 12:1",yellow
DTw5mrEvPvfyuEiGw,429,9,Minu,7,7 petals is highest for me,7 petals,7 petals,7,"3:10, 7:9, 6:7, 2:5, 10:4, 12:1",yellow
DTw5mrEvPvfyuEiGw,430,9,Minu,7,then faint orange,faint orange,faint orange,6,"3:10, 7:9, 6:7, 2:5, 10:4, 12:1",yellow
DTw5mrEvPvfyuEiGw,431,9,Repi,3,faint fuzzy orange is 50% yeah,faint fuzzy orange ,faint fuzzy orange ,6,"3:10, 7:9, 6:7, 2:5, 10:4, 12:1",yellow
DTw5mrEvPvfyuEiGw,432,9,Laju,6,Repi go for sunflower,sunflower,sunflower,3,"3:10, 7:9, 6:7, 2:5, 10:4, 12:1",yellow
DTw5mrEvPvfyuEiGw,433,9,Repi,3,okay,,,,"3:10, 7:9, 6:7, 2:5, 10:4, 12:1",yellow
DTw5mrEvPvfyuEiGw,435,9,Laju,6,I'll do the faint orange,the faint orange,the faint orange,6,"3:10, 7:9, 6:7, 2:5, 10:4, 12:1",yellow
DTw5mrEvPvfyuEiGw,436,9,Minu,7,i'll do the 7 petals,the 7 petals,the 7 petals,7,"3:10, 7:9, 6:7, 2:5, 10:4, 12:1",yellow
DTw5mrEvPvfyuEiGw,439,10,Laju,6,faint orange really high,faint orange,faint orange,6,"6:12, 12:7, 2:6, 9:5, 1:3, 5:1",yellow
DTw5mrEvPvfyuEiGw,440,10,Minu,2,weird middle is about half,weird middle,weird middle,12,"6:12, 12:7, 2:6, 9:5, 1:3, 5:1",yellow
DTw5mrEvPvfyuEiGw,441,10,Repi,12,weird middle and red middle are half,weird middle,weird middle,12,"6:12, 12:7, 2:6, 9:5, 1:3, 5:1",yellow
DTw5mrEvPvfyuEiGw,441,10,Repi,12,weird middle and red middle are half,red middle,red middle,2,"6:12, 12:7, 2:6, 9:5, 1:3, 5:1",yellow
DTw5mrEvPvfyuEiGw,442,10,Minu,2,same for red center,red center,red center,2,"6:12, 12:7, 2:6, 9:5, 1:3, 5:1",yellow
DTw5mrEvPvfyuEiGw,443,10,Laju,6,"spike one second highest but under half, about 40%",spike,spike,9,"6:12, 12:7, 2:6, 9:5, 1:3, 5:1",yellow
DTw5mrEvPvfyuEiGw,444,10,Laju,6,just under*,,,,"6:12, 12:7, 2:6, 9:5, 1:3, 5:1",yellow
DTw5mrEvPvfyuEiGw,445,10,Minu,2,laju do the faint orange,the faint orange,the faint orange,6,"6:12, 12:7, 2:6, 9:5, 1:3, 5:1",yellow
DTw5mrEvPvfyuEiGw,447,10,Minu,2,i can do the red center,the red center,the red center,2,"6:12, 12:7, 2:6, 9:5, 1:3, 5:1",yellow
DTw5mrEvPvfyuEiGw,448,10,Minu,2,repi do the weird center,the weird center,the weird center,12,"6:12, 12:7, 2:6, 9:5, 1:3, 5:1",yellow
DTw5mrEvPvfyuEiGw,449,10,Repi,12,ill do weird middle,weird middle,weird middle,12,"6:12, 12:7, 2:6, 9:5, 1:3, 5:1",yellow
DTw5mrEvPvfyuEiGw,452,11,Minu,3,sunflower highest,sunflower,sunflower,3,"11:11, 3:9, 9:8, 1:4, 4:3, 10:1",yellow
DTw5mrEvPvfyuEiGw,453,11,Repi,11,floppy is super high,floppy,floppy,11,"11:11, 3:9, 9:8, 1:4, 4:3, 10:1",yellow
DTw5mrEvPvfyuEiGw,454,11,Laju,9,floppy is higher than sunflower,floppy,floppy,11,"11:11, 3:9, 9:8, 1:4, 4:3, 10:1",yellow
DTw5mrEvPvfyuEiGw,454,11,Laju,9,floppy is higher than sunflower,sunflower,sunflower,3,"11:11, 3:9, 9:8, 1:4, 4:3, 10:1",yellow
DTw5mrEvPvfyuEiGw,455,11,Minu,3,the spike in middle,the spike in middle,the spike in middle,9,"11:11, 3:9, 9:8, 1:4, 4:3, 10:1",yellow
DTw5mrEvPvfyuEiGw,456,11,Minu,3,alright so i can do sunflower,sunflower,sunflower,3,"11:11, 3:9, 9:8, 1:4, 4:3, 10:1",yellow
DTw5mrEvPvfyuEiGw,457,11,Repi,11,those 3 sound best,,,,"11:11, 3:9, 9:8, 1:4, 4:3, 10:1",yellow
DTw5mrEvPvfyuEiGw,458,11,Repi,11,i will do floppy,floppy,floppy,11,"11:11, 3:9, 9:8, 1:4, 4:3, 10:1",yellow
DTw5mrEvPvfyuEiGw,459,11,Laju,9,How high is the spike one,the spike one,the spike one,9,"11:11, 3:9, 9:8, 1:4, 4:3, 10:1",yellow
DTw5mrEvPvfyuEiGw,460,11,Repi,11,spike is 60%,spike,spike,9,"11:11, 3:9, 9:8, 1:4, 4:3, 10:1",yellow
DTw5mrEvPvfyuEiGw,461,11,Minu,3,above half,,,,"11:11, 3:9, 9:8, 1:4, 4:3, 10:1",yellow
DTw5mrEvPvfyuEiGw,462,11,Laju,9,kk ill do that then,,,,"11:11, 3:9, 9:8, 1:4, 4:3, 10:1",yellow
DTw5mrEvPvfyuEiGw,466,12,Laju,9,spike highest,spike,spike,9,"9:11, 7:9, 6:7, 2:5, 5:3, 1:1",yellow
DTw5mrEvPvfyuEiGw,467,12,Minu,7,7 petal is about 60%,7 petal,7 petal,7,"9:11, 7:9, 6:7, 2:5, 5:3, 1:1",yellow
DTw5mrEvPvfyuEiGw,468,12,Minu,7,then red center is about 40%,red center,red center,2,"9:11, 7:9, 6:7, 2:5, 5:3, 1:1",yellow
DTw5mrEvPvfyuEiGw,469,12,Repi,6,orange middle is 50%,orange middle,orange middle,6,"9:11, 7:9, 6:7, 2:5, 5:3, 1:1",yellow
DTw5mrEvPvfyuEiGw,470,12,Laju,9,faint orange just over half,faint orange,faint orange,6,"9:11, 7:9, 6:7, 2:5, 5:3, 1:1",yellow
