rowid	trialNum	name	pResp	text	span	referent	flowers	color
1661	0	Repi	4	ill tak the all pink one			4:10, 12:9, 1:7, 6:5, 9:4, 3:2	red
1665	1	Repi	12	pink with yellow tips			6:10, 5:9, 10:8, 12:7, 9:6, 1:4	red
1666	1	Minu	6	I'll take the pink flower with black background			6:10, 5:9, 10:8, 12:7, 9:6, 1:4	red
1668	2	Laju	8	three red flowers			8:10, 4:9, 5:8, 10:7, 2:4, 7:1	red
1671	2	Repi	2	pink with black background			8:10, 4:9, 5:8, 10:7, 2:4, 7:1	red
1672	2	Minu	4	one red flower with the leaves around it			8:10, 4:9, 5:8, 10:7, 2:4, 7:1	red
1675	3	Minu	9	floer with the footpath under it			9:12, 3:9, 12:6, 1:4, 4:3, 10:1	red
1676	3	Laju	3	leaf flower			9:12, 3:9, 12:6, 1:4, 4:3, 10:1	red
1678	3	Repi	1	re with yellow in middle			9:12, 3:9, 12:6, 1:4, 4:3, 10:1	red
1681	4	Minu	5	flower with white middle			5:10, 8:9, 11:8, 9:5, 1:4, 3:3	red
1682	4	Laju	8	3 red			5:10, 8:9, 11:8, 9:5, 1:4, 3:3	red
1684	4	Repi	11	yellow in middle			5:10, 8:9, 11:8, 9:5, 1:4, 3:3	red
1686	5	Laju	12	yellow tips			12:12, 3:9, 4:7, 8:5, 7:3, 1:1	red
1688	5	Minu	4	single flower with leaves			12:12, 3:9, 4:7, 8:5, 7:3, 1:1	red
1690	5	Repi	8	black in middle			12:12, 3:9, 4:7, 8:5, 7:3, 1:1	red
1693	6	Minu	12	yellow tips			1:12, 12:8, 10:6, 5:5, 4:3, 9:2	red
1694	6	Repi	10	red and green leavves			1:12, 12:8, 10:6, 5:5, 4:3, 9:2	red
1697	7	Minu	10	small flower in among the leaves			1:11, 6:7, 10:6, 2:3, 5:2, 11:1	red
1699	7	Repi	6	light pink			1:11, 6:7, 10:6, 2:3, 5:2, 11:1	red
1702	8	Minu	12	yellow tips			11:11, 5:8, 12:7, 3:6, 8:5, 9:3	red
1704	8	Repi	8	black in middle			11:11, 5:8, 12:7, 3:6, 8:5, 9:3	red
1705	8	Laju	11	pink flower			11:11, 5:8, 12:7, 3:6, 8:5, 9:3	red
1708	9	Minu	12	yellow tips			1:12, 4:9, 11:6, 6:5, 7:4, 12:2	red
1710	9	Laju	1	red with yellow middle			1:12, 4:9, 11:6, 6:5, 7:4, 12:2	red
1712	9	Repi	4	all pink			1:12, 4:9, 11:6, 6:5, 7:4, 12:2	red
1715	10	Minu	5	white in middle			2:10, 8:9, 5:7, 1:4, 11:3, 4:1	red
1716	10	Repi	11	yellow in middle			2:10, 8:9, 5:7, 1:4, 11:3, 4:1	red
1717	10	Laju	2	black background			2:10, 8:9, 5:7, 1:4, 11:3, 4:1	red
1720	11	Minu	12	yello tips			12:10, 11:6, 5:5, 1:4, 10:2, 3:1	red
1722	11	Repi	5	white in middle			12:10, 11:6, 5:5, 1:4, 10:2, 3:1	red
1724	11	Laju	11	big pink			12:10, 11:6, 5:5, 1:4, 10:2, 3:1	red
1726	12	Laju	3	leaf flower			3:10, 1:8, 12:7, 8:6, 9:5, 11:1	red
1728	12	Repi	12	black in middle			3:10, 1:8, 12:7, 8:6, 9:5, 11:1	red
1729	12	Minu	8	three flfowers			3:10, 1:8, 12:7, 8:6, 9:5, 11:1	red
1731	12	Repi	12	ok ill do yellow tips			3:10, 1:8, 12:7, 8:6, 9:5, 11:1	red
1733	13	Laju	8	three red			8:12, 2:9, 9:5, 7:4, 5:3, 10:2	red
1734	13	Minu	9	three flowers			8:12, 2:9, 9:5, 7:4, 5:3, 10:2	red
1736	13	Minu	9	ill do yellow on bottom			8:12, 2:9, 9:5, 7:4, 5:3, 10:2	red
1737	13	Repi	9	white green yellow mixture			8:12, 2:9, 9:5, 7:4, 5:3, 10:2	red
1740	14	Minu	12	yellow tips			12:10, 9:6, 4:5, 8:4, 2:3, 5:1	red
1742	14	Repi	8	3 flower			12:10, 9:6, 4:5, 8:4, 2:3, 5:1	red
1745	15	Minu	9	yellow on bottom			3:12, 6:9, 9:7, 11:6, 10:4, 8:2	red
1747	15	Laju	6	black background			3:12, 6:9, 9:7, 11:6, 10:4, 8:2	red
1749	15	Repi	3	single pink leaf			3:12, 6:9, 9:7, 11:6, 10:4, 8:2	red
1751	16	Laju	3	leaf flower			3:11, 4:8, 5:7, 10:5, 1:3, 6:1	red
1752	16	Minu	5	white in middle			3:11, 4:8, 5:7, 10:5, 1:3, 6:1	red
1754	16	Repi	4	all pink round			3:11, 4:8, 5:7, 10:5, 1:3, 6:1	red
1757	17	Minu	9	yellow on bottom			2:10, 11:9, 7:6, 6:5, 9:4, 8:3	red
1759	17	Repi	7	red with pink middle			2:10, 11:9, 7:6, 6:5, 9:4, 8:3	red
1761	17	Laju	11	big pink			2:10, 11:9, 7:6, 6:5, 9:4, 8:3	red
1763	18	Minu	9	yellow on bottom			7:12, 9:6, 2:5, 5:3, 10:2, 12:1	red
1765	18	Repi	12	yellow tips			7:12, 9:6, 2:5, 5:3, 10:2, 12:1	red
1767	18	Laju	7	red with pink middle			7:12, 9:6, 2:5, 5:3, 10:2, 12:1	red
1769	19	Minu	9	yellow on bottom			7:10, 4:9, 9:6, 6:5, 1:2, 5:1	red
1771	19	Repi	7	red with pink middle			7:10, 4:9, 9:6, 6:5, 1:2, 5:1	red
1772	19	Laju	4	all red			7:10, 4:9, 9:6, 6:5, 1:2, 5:1	red
1775	20	Repi	4	all red			7:12, 10:9, 5:8, 2:6, 4:5, 8:1	red
1777	20	Minu	5	whit e in middle			7:12, 10:9, 5:8, 2:6, 4:5, 8:1	red
1780	21	Minu	9	yellow bottom			7:10, 9:9, 11:7, 12:5, 3:2, 4:1	red
1781	21	Repi	12	yellow tips			7:10, 9:9, 11:7, 12:5, 3:2, 4:1	red
1784	21	Laju	7	red with pink middle			7:10, 9:9, 11:7, 12:5, 3:2, 4:1	red
1786	22	Repi	4	all red			12:12, 1:9, 4:7, 3:6, 7:4, 2:3	red
1787	22	Laju	12	yellow tips			12:12, 1:9, 4:7, 3:6, 7:4, 2:3	red
1790	22	Minu	2	black back			12:12, 1:9, 4:7, 3:6, 7:4, 2:3	red
1792	23	Minu	5	white in middle			5:10, 7:8, 4:7, 1:5, 8:2, 11:1	red
1794	23	Repi	8	3 flowers			5:10, 7:8, 4:7, 1:5, 8:2, 11:1	red
1799	0	Minu	6	i'll do the white with the big yellow ball in the middle			1:12, 6:8, 3:6, 10:5, 4:4, 12:3	white
1802	1	Minu	1	ill do the colorful one			1:10, 7:9, 2:8, 11:7, 6:6, 5:5	white
1803	1	Laju	7	ill do the one with pink in the middle			1:10, 7:9, 2:8, 11:7, 6:6, 5:5	white
1806	2	Minu	9	ill do the one with the 6 petals			1:10, 9:8, 6:7, 11:6, 7:4, 4:1	white
1807	2	Minu	9	looks like a starfish			1:10, 9:8, 6:7, 11:6, 7:4, 4:1	white
1809	2	Laju	1	ill do the one with purple in the middle			1:10, 9:8, 6:7, 11:6, 7:4, 4:1	white
1812	3	Laju	5	ill do the one w green in the middle			11:12, 10:9, 5:8, 4:4, 9:3, 7:1	white
1814	3	Repi	11	ill do the one with 5 flowers			11:12, 10:9, 5:8, 4:4, 9:3, 7:1	white
1816	3	Minu	7	ill do the one with pink			11:12, 10:9, 5:8, 4:4, 9:3, 7:1	white
1818	4	Laju	7	ill do the one with pink in the middle			7:12, 4:9, 6:5, 2:3, 12:2, 10:1	white
1819	4	Minu	4	ill do the three flowers with yellow			7:12, 4:9, 6:5, 2:3, 12:2, 10:1	white
1823	5	Laju	11	ill do the one with 5 flowers that looks sideways			11:12, 2:9, 12:8, 1:7, 8:4, 3:2	white
1825	5	Minu	2	ill do the two flowers with yellow in the middle			11:12, 2:9, 12:8, 1:7, 8:4, 3:2	white
1826	5	Repi	1	ill do the colorful one			11:12, 2:9, 12:8, 1:7, 8:4, 3:2	white
1829	6	Repi	8	ill do the pink one			8:12, 6:8, 3:7, 2:4, 9:2, 12:1	white
1831	6	Laju	6	ill do the one with the yellow ball thing in the middle			8:12, 6:8, 3:7, 2:4, 9:2, 12:1	white
1833	6	Minu	3	ill do the one with three			8:12, 6:8, 3:7, 2:4, 9:2, 12:1	white
1835	7	Laju	8	ill do the one w pink			8:11, 12:9, 10:7, 4:4, 11:3, 3:1	white
1837	7	Repi	11	ill do the one with 5 flowers			8:11, 12:9, 10:7, 4:4, 11:3, 3:1	white
1839	7	Minu	12	ill do the one with 4 petals			8:11, 12:9, 10:7, 4:4, 11:3, 3:1	white
1841	8	Minu	12	ill do the 4 petals			3:12, 12:9, 11:8, 2:7, 10:4, 4:1	white
1843	8	Repi	2	ill do the one with 2 flowers			3:12, 12:9, 11:8, 2:7, 10:4, 4:1	white
1846	9	Minu	10	ill do the one turned to the side			10:12, 4:9, 6:6, 9:4, 1:3, 12:1	white
1848	9	Laju	4	ill do the one w three			10:12, 4:9, 6:6, 9:4, 1:3, 12:1	white
1851	10	Laju	8	ill do the one w pink			5:12, 8:9, 11:7, 1:6, 6:4, 3:2	white
1853	10	Minu	5	ill do the 3 flowers with green			5:12, 8:9, 11:7, 1:6, 6:4, 3:2	white
1856	11	Minu	8	ill do the pink			3:12, 9:8, 10:7, 8:4, 6:3, 4:2	white
1858	11	Repi	3	ill do the ones on the vine			3:12, 9:8, 10:7, 8:4, 6:3, 4:2	white
1861	12	Minu	8	pink beady one			9:10, 8:9, 2:8, 7:6, 1:2, 6:1	white
1863	12	Repi	9	ill do the one with 6 petals, starfish			9:10, 8:9, 2:8, 7:6, 1:2, 6:1	white
1866	13	Repi	6	one with yellow ball in middle			6:10, 1:7, 3:6, 4:5, 10:4, 5:1	white
1868	13	Minu	4	3 with yellow			6:10, 1:7, 3:6, 4:5, 10:4, 5:1	white
1871	14	Laju	4	3 w yellow			4:10, 11:9, 6:8, 1:7, 7:4, 12:1	white
1872	14	Minu	1	purple			4:10, 11:9, 6:8, 1:7, 7:4, 12:1	white
1876	15	Laju	11	5			11:11, 1:9, 10:8, 2:7, 6:4, 9:3	white
1878	15	Minu	1	purple			11:11, 1:9, 10:8, 2:7, 6:4, 9:3	white
1881	16	Laju	4	3 w yellow			4:10, 11:9, 6:8, 7:5, 10:4, 9:2	white
1882	16	Minu	11	5			4:10, 11:9, 6:8, 7:5, 10:4, 9:2	white
1886	17	Laju	6	yellow ball			12:11, 6:8, 3:6, 7:5, 2:2, 8:1	white
1888	17	Repi	12	4 petals			12:11, 6:8, 3:6, 7:5, 2:2, 8:1	white
1891	18	Laju	7	pink			11:10, 7:8, 12:7, 10:5, 6:3, 4:1	white
1893	18	Minu	11	5			11:10, 7:8, 12:7, 10:5, 6:3, 4:1	white
1896	19	Laju	7	pink			7:10, 5:8, 4:7, 8:4, 12:3, 10:2	white
1898	19	Minu	4	3			7:10, 5:8, 4:7, 8:4, 12:3, 10:2	white
1901	20	Minu	11	5			10:10, 11:8, 4:7, 6:5, 12:4, 5:2	white
1903	20	Laju	4	3 w yellpw			10:10, 11:8, 4:7, 6:5, 12:4, 5:2	white
1906	21	Minu	12	4			12:11, 4:9, 3:8, 1:6, 5:3, 10:1	white
1908	21	Repi	4	3 w yellow			12:11, 4:9, 3:8, 1:6, 5:3, 10:1	white
1911	22	Laju	9	starfish			3:10, 9:9, 8:5, 2:4, 1:2, 5:1	white
1913	22	Repi	3	the ones on the vine			3:10, 9:9, 8:5, 2:4, 1:2, 5:1	white
1916	23	Laju	11	5			10:12, 11:9, 6:8, 12:5, 7:3, 9:1	white
1918	23	Minu	6	ball			10:12, 11:9, 6:8, 12:5, 7:3, 9:1	white
1921	0	Laju	12	The 3 purple flowers in a row is the highest for me.			3:12, 5:9, 12:6, 4:5, 9:3, 10:1	purple
1922	0	Minu	3	i would be taking the purple one, second on the first row			3:12, 5:9, 12:6, 4:5, 9:3, 10:1	purple
1923	0	Minu	3	yes laju			3:12, 5:9, 12:6, 4:5, 9:3, 10:1	purple
1924	0	Repi	3	the flower with the purple 'spikes' coming out is best for mee			3:12, 5:9, 12:6, 4:5, 9:3, 10:1	purple
1925	0	Laju	12	Followed by one single purple flower with 2 green leaves behind it.			3:12, 5:9, 12:6, 4:5, 9:3, 10:1	purple
1926	0	Laju	12	I'll take the 3 purple flowers in a row then.			3:12, 5:9, 12:6, 4:5, 9:3, 10:1	purple
1927	0	Minu	3	repi, i think that is the one i selected			3:12, 5:9, 12:6, 4:5, 9:3, 10:1	purple
1928	0	Laju	12	Oh.			3:12, 5:9, 12:6, 4:5, 9:3, 10:1	purple
1929	0	Laju	12	Then I'll take second best.			3:12, 5:9, 12:6, 4:5, 9:3, 10:1	purple
1931	0	Repi	3	I'll take the one with the feathery spikes if thats ok?			3:12, 5:9, 12:6, 4:5, 9:3, 10:1	purple
1933	0	Laju	12	Good with me.			3:12, 5:9, 12:6, 4:5, 9:3, 10:1	purple
1935	1	Minu	10	hi. i think we made a mistake			2:11, 7:9, 10:7, 6:4, 8:2, 11:1	purple
1936	1	Laju	2	My best is two purple flowers that look like they're by the siding of a house.			2:11, 7:9, 10:7, 6:4, 8:2, 11:1	purple
1937	1	Repi	7	best for me is the one that looks round - just one on its own			2:11, 7:9, 10:7, 6:4, 8:2, 11:1	purple
1938	1	Minu	10	could we use a numbering system for this?			2:11, 7:9, 10:7, 6:4, 8:2, 11:1	purple
1939	1	Laju	2	They're in different spots for all of us.			2:11, 7:9, 10:7, 6:4, 8:2, 11:1	purple
1940	1	Repi	7	they show up in different places for everyone			2:11, 7:9, 10:7, 6:4, 8:2, 11:1	purple
1941	1	Laju	2	I'll go with the flowers that have house siding in the background.			2:11, 7:9, 10:7, 6:4, 8:2, 11:1	purple
1942	1	Minu	10	oh that is true i just realized that now. My bad			2:11, 7:9, 10:7, 6:4, 8:2, 11:1	purple
1944	1	Repi	7	minu what's good for you? Mine's the one that looks round, the flower on its own, I'm going to choose that			2:11, 7:9, 10:7, 6:4, 8:2, 11:1	purple
1945	1	Minu	10	okay laju i would go with the one that looks like multiple cups joined together and upside down			2:11, 7:9, 10:7, 6:4, 8:2, 11:1	purple
1947	1	Minu	10	repi is this the one that is one single flower?			2:11, 7:9, 10:7, 6:4, 8:2, 11:1	purple
1949	2	Minu	10	hello			4:11, 2:8, 6:5, 10:4, 3:3, 8:1	purple
1950	2	Laju	6	My best one is two purple flowers where one is obscured by some leaves.			4:11, 2:8, 6:5, 10:4, 3:3, 8:1	purple
1951	2	Repi	4	best for me is the round flower on its own again, I'm going to choose that if that's good by everyone else?			4:11, 2:8, 6:5, 10:4, 3:3, 8:1	purple
1952	2	Laju	6	Good with me.			4:11, 2:8, 6:5, 10:4, 3:3, 8:1	purple
1953	2	Minu	10	okay laju select that			4:11, 2:8, 6:5, 10:4, 3:3, 8:1	purple
1954	2	Laju	6	Which is your best Minu?			4:11, 2:8, 6:5, 10:4, 3:3, 8:1	purple
1955	2	Minu	10	i would select cup guy again			4:11, 2:8, 6:5, 10:4, 3:3, 8:1	purple
1956	2	Laju	6	Okay, go with that one.			4:11, 2:8, 6:5, 10:4, 3:3, 8:1	purple
1960	3	Laju	9	My best is a single flower with 6 petals coming off of it.			9:12, 10:9, 4:8, 12:6, 7:5, 5:3	purple
1961	3	Minu	4	flurry ball has highest for me			9:12, 10:9, 4:8, 12:6, 7:5, 5:3	purple
1962	3	Repi	10	best for me is the one with green leaves behind it thats more zoomed out			9:12, 10:9, 4:8, 12:6, 7:5, 5:3	purple
1963	3	Laju	9	I think we may have the same best Repi?			9:12, 10:9, 4:8, 12:6, 7:5, 5:3	purple
1964	3	Repi	10	ok I can go cup one, thats good for me too			9:12, 10:9, 4:8, 12:6, 7:5, 5:3	purple
1965	3	Minu	4	okay laju select the six petals			9:12, 10:9, 4:8, 12:6, 7:5, 5:3	purple
1966	3	Laju	9	My second best is the line of hanging ones that look like bells.			9:12, 10:9, 4:8, 12:6, 7:5, 5:3	purple
1967	3	Repi	10	I will go bells and you can go with the one with 6 petals?			9:12, 10:9, 4:8, 12:6, 7:5, 5:3	purple
1968	3	Laju	9	Sure sounds good.			9:12, 10:9, 4:8, 12:6, 7:5, 5:3	purple
1971	3	Minu	4	okay i would go with flurry ball			9:12, 10:9, 4:8, 12:6, 7:5, 5:3	purple
1973	4	Minu	7	great work guys			4:11, 10:9, 3:6, 7:5, 5:4, 9:3	purple
1974	4	Laju	10	The single fuzzy looking flower is best for me.			4:11, 10:9, 3:6, 7:5, 5:4, 9:3	purple
1975	4	Repi	4	fuzzy ball is best for me			4:11, 10:9, 3:6, 7:5, 5:4, 9:3	purple
1976	4	Repi	4	teamwork! :)			4:11, 10:9, 3:6, 7:5, 5:4, 9:3	purple
1977	4	Minu	7	bells has the highest for me			4:11, 10:9, 3:6, 7:5, 5:4, 9:3	purple
1978	4	Laju	10	Second best is the hanging bells.			4:11, 10:9, 3:6, 7:5, 5:4, 9:3	purple
1979	4	Repi	4	none of the others are very good for me, am I good to go with fuzzy?			4:11, 10:9, 3:6, 7:5, 5:4, 9:3	purple
1980	4	Laju	10	Go for it!			4:11, 10:9, 3:6, 7:5, 5:4, 9:3	purple
1982	4	Minu	7	repi you could select fuzzt ball			4:11, 10:9, 3:6, 7:5, 5:4, 9:3	purple
1983	4	Laju	10	3rd best for me is the 3 flowers in a row. But it's not super great.			4:11, 10:9, 3:6, 7:5, 5:4, 9:3	purple
1984	4	Minu	7	laju select the bells			4:11, 10:9, 3:6, 7:5, 5:4, 9:3	purple
1987	5	Laju	7	Single round flower is best for me.			7:12, 10:8, 2:5, 11:4, 3:3, 6:1	purple
1988	5	Minu	10	okay bells is best for me			7:12, 10:8, 2:5, 11:4, 3:3, 6:1	purple
1989	5	Repi	2	me too laju, none of the others are great, anyone got any more insight into good choices?			7:12, 10:8, 2:5, 11:4, 3:3, 6:1	purple
1990	5	Laju	7	Bells were my second best. Followed by ones that look like purple leaves with tiny yellow flowers.			7:12, 10:8, 2:5, 11:4, 3:3, 6:1	purple
1991	5	Minu	10	house i slightly less than average but is the n ext bet			7:12, 10:8, 2:5, 11:4, 3:3, 6:1	purple
1992	5	Laju	7	But it's not super good.			7:12, 10:8, 2:5, 11:4, 3:3, 6:1	purple
1993	5	Minu	10	*house is			7:12, 10:8, 2:5, 11:4, 3:3, 6:1	purple
1994	5	Laju	7	I'll go with the single round flower.			7:12, 10:8, 2:5, 11:4, 3:3, 6:1	purple
1996	5	Repi	2	ok I will go with my second best which is the one obscured by a green leave?			7:12, 10:8, 2:5, 11:4, 3:3, 6:1	purple
1997	5	Minu	10	i would go with bells			7:12, 10:8, 2:5, 11:4, 3:3, 6:1	purple
1998	5	Laju	7	Sounds good to me.			7:12, 10:8, 2:5, 11:4, 3:3, 6:1	purple
2001	6	Repi	4	fluffy is my best			2:10, 4:9, 11:7, 9:6, 10:3, 6:1	purple
2002	6	Laju	11	One with the house siding is best for me.			2:10, 4:9, 11:7, 9:6, 10:3, 6:1	purple
2003	6	Minu	2	house is my best			2:10, 4:9, 11:7, 9:6, 10:3, 6:1	purple
2004	6	Laju	11	Go with house Minu.			2:10, 4:9, 11:7, 9:6, 10:3, 6:1	purple
2005	6	Laju	11	And go with fluffy Repi.			2:10, 4:9, 11:7, 9:6, 10:3, 6:1	purple
2006	6	Minu	2	okay			2:10, 4:9, 11:7, 9:6, 10:3, 6:1	purple
2007	6	Repi	4	I'm going to go fluffy then :)			2:10, 4:9, 11:7, 9:6, 10:3, 6:1	purple
2009	6	Laju	11	I'll go my third best because all of those are good for me.			2:10, 4:9, 11:7, 9:6, 10:3, 6:1	purple
2012	7	Laju	9	Single 6 petal is my best.			9:11, 2:9, 8:7, 10:6, 12:5, 1:2	purple
2013	7	Minu	2	six petals is my best			9:11, 2:9, 8:7, 10:6, 12:5, 1:2	purple
2014	7	Minu	2	same laju			9:11, 2:9, 8:7, 10:6, 12:5, 1:2	purple
2015	7	Minu	2	house is also good			9:11, 2:9, 8:7, 10:6, 12:5, 1:2	purple
2016	7	Repi	8	bells is probably my best but not great			9:11, 2:9, 8:7, 10:6, 12:5, 1:2	purple
2017	7	Laju	9	House siding one is good too.			9:11, 2:9, 8:7, 10:6, 12:5, 1:2	purple
2018	7	Laju	9	Yeah haha.			9:11, 2:9, 8:7, 10:6, 12:5, 1:2	purple
2019	7	Repi	8	I'll go bells			9:11, 2:9, 8:7, 10:6, 12:5, 1:2	purple
2020	7	Laju	9	Hold on Repi.			9:11, 2:9, 8:7, 10:6, 12:5, 1:2	purple
2021	7	Laju	9	I have a good one.			9:11, 2:9, 8:7, 10:6, 12:5, 1:2	purple
2022	7	Minu	2	i would go with house			9:11, 2:9, 8:7, 10:6, 12:5, 1:2	purple
2023	7	Minu	2	oh alright laju which one			9:11, 2:9, 8:7, 10:6, 12:5, 1:2	purple
2024	7	Laju	9	Go with the ones that look like there are 4 in front flowers in front of leaves.			9:11, 2:9, 8:7, 10:6, 12:5, 1:2	purple
2025	7	Laju	9	I'll go with the 6 petal one.			9:11, 2:9, 8:7, 10:6, 12:5, 1:2	purple
2027	7	Repi	8	ok i think im choosing the right one			9:11, 2:9, 8:7, 10:6, 12:5, 1:2	purple
2029	7	Minu	2	okay repi go with 4flowers			9:11, 2:9, 8:7, 10:6, 12:5, 1:2	purple
2031	8	Laju	2	Yeah that was the right one. :)			3:10, 2:9, 11:6, 1:4, 9:2, 8:1	purple
2032	8	Laju	2	House siding is best for me.			3:10, 2:9, 11:6, 1:4, 9:2, 8:1	purple
2033	8	Repi	11	the one with spikes coming out the top is best for me - like feathery bits			3:10, 2:9, 11:6, 1:4, 9:2, 8:1	purple
2034	8	Minu	3	spikes is best for me too			3:10, 2:9, 11:6, 1:4, 9:2, 8:1	purple
2035	8	Minu	3	followed by house			3:10, 2:9, 11:6, 1:4, 9:2, 8:1	purple
2036	8	Laju	2	The purple leaves with tiny yellow flowers is a bit below half for me.			3:10, 2:9, 11:6, 1:4, 9:2, 8:1	purple
2037	8	Repi	11	ok laju I will go with that one with the tiny yellow flowers			3:10, 2:9, 11:6, 1:4, 9:2, 8:1	purple
2038	8	Minu	3	third best is purple with tiny yellow for me too			3:10, 2:9, 11:6, 1:4, 9:2, 8:1	purple
2039	8	Laju	2	Sounds good.			3:10, 2:9, 11:6, 1:4, 9:2, 8:1	purple
2040	8	Minu	3	great repi			3:10, 2:9, 11:6, 1:4, 9:2, 8:1	purple
2041	8	Laju	2	Minu you go spikes?			3:10, 2:9, 11:6, 1:4, 9:2, 8:1	purple
2043	8	Laju	2	And I'll go house?			3:10, 2:9, 11:6, 1:4, 9:2, 8:1	purple
2044	8	Minu	3	okay			3:10, 2:9, 11:6, 1:4, 9:2, 8:1	purple
2047	9	Minu	8	4purples is best for me			8:11, 1:9, 10:8, 3:6, 9:5, 12:4	purple
2048	9	Laju	1	The ones that have petals that kind of come up like flames is my best. No green in the picture.			8:11, 1:9, 10:8, 3:6, 9:5, 12:4	purple
2049	9	Repi	10	me too minu			8:11, 1:9, 10:8, 3:6, 9:5, 12:4	purple
2050	9	Minu	8	bells is also not bad			8:11, 1:9, 10:8, 3:6, 9:5, 12:4	purple
2051	9	Laju	1	Repi go 4 purple, Repi bells, me flames?			8:11, 1:9, 10:8, 3:6, 9:5, 12:4	purple
2052	9	Minu	8	okay laju you could select flames			8:11, 1:9, 10:8, 3:6, 9:5, 12:4	purple
2053	9	Repi	10	feathery is just under half, is that better than bells?			8:11, 1:9, 10:8, 3:6, 9:5, 12:4	purple
2054	9	Minu	8	yes that sounds about right laju			8:11, 1:9, 10:8, 3:6, 9:5, 12:4	purple
2055	9	Laju	1	Er, I meant Minu goes bells.			8:11, 1:9, 10:8, 3:6, 9:5, 12:4	purple
2056	9	Minu	8	no it is not			8:11, 1:9, 10:8, 3:6, 9:5, 12:4	purple
2058	9	Laju	1	Bells are high for me too.			8:11, 1:9, 10:8, 3:6, 9:5, 12:4	purple
2059	9	Laju	1	So they're a good choice.			8:11, 1:9, 10:8, 3:6, 9:5, 12:4	purple
2060	9	Repi	10	so I will go bells?			8:11, 1:9, 10:8, 3:6, 9:5, 12:4	purple
2061	9	Minu	8	yes repi			8:11, 1:9, 10:8, 3:6, 9:5, 12:4	purple
2064	10	Repi	3	feathery spike is high for me			3:11, 10:7, 7:5, 2:4, 4:3, 12:2	purple
2065	10	Minu	10	bells is the highest for me			3:11, 10:7, 7:5, 2:4, 4:3, 12:2	purple
2066	10	Laju	2	The feathery spike is also high for me.			3:11, 10:7, 7:5, 2:4, 4:3, 12:2	purple
2067	10	Laju	2	Bells is my second highest.			3:11, 10:7, 7:5, 2:4, 4:3, 12:2	purple
2068	10	Minu	10	the others are not so good			3:11, 10:7, 7:5, 2:4, 4:3, 12:2	purple
2069	10	Laju	2	House siding is okay but not super great.			3:11, 10:7, 7:5, 2:4, 4:3, 12:2	purple
2070	10	Repi	3	yeah house is my next best after feathery spike			3:11, 10:7, 7:5, 2:4, 4:3, 12:2	purple
2071	10	Laju	2	Okay I'll go house.			3:11, 10:7, 7:5, 2:4, 4:3, 12:2	purple
2073	10	Minu	10	i will go for bells			3:11, 10:7, 7:5, 2:4, 4:3, 12:2	purple
2074	10	Repi	3	I'll go feathers			3:11, 10:7, 7:5, 2:4, 4:3, 12:2	purple
2077	11	Laju	6	The flame petals one is my best.			1:11, 9:8, 6:7, 12:5, 2:4, 10:2	purple
2078	11	Repi	1	flame petals is best for me			1:11, 9:8, 6:7, 12:5, 2:4, 10:2	purple
2079	11	Minu	9	6petals is my best			1:11, 9:8, 6:7, 12:5, 2:4, 10:2	purple
2080	11	Repi	1	then the one with 6 petals is pretty good			1:11, 9:8, 6:7, 12:5, 2:4, 10:2	purple
2081	11	Repi	1	any other decent ones?			1:11, 9:8, 6:7, 12:5, 2:4, 10:2	purple
2082	11	Laju	6	Followed by the two where one is hidden by leaves.			1:11, 9:8, 6:7, 12:5, 2:4, 10:2	purple
2083	11	Laju	6	I'll go for the hidden one.			1:11, 9:8, 6:7, 12:5, 2:4, 10:2	purple
2085	11	Minu	9	the hidden leaf one is good			1:11, 9:8, 6:7, 12:5, 2:4, 10:2	purple
2086	11	Repi	1	I'll go flame petals			1:11, 9:8, 6:7, 12:5, 2:4, 10:2	purple
2087	11	Minu	9	it is my second best			1:11, 9:8, 6:7, 12:5, 2:4, 10:2	purple
2089	11	Laju	6	You can do 6 petals Minu.			1:11, 9:8, 6:7, 12:5, 2:4, 10:2	purple
2090	11	Minu	9	okay			1:11, 9:8, 6:7, 12:5, 2:4, 10:2	purple
2091	11	Minu	9	you hidden leaf?			1:11, 9:8, 6:7, 12:5, 2:4, 10:2	purple
2092	11	Laju	6	Yeah.			1:11, 9:8, 6:7, 12:5, 2:4, 10:2	purple
2094	12	Laju	1	Fuzzy ball is super high for me.			4:12, 3:8, 1:7, 5:6, 9:4, 8:3	purple
2095	12	Repi	3	feathery spikes is my best, just over half			4:12, 3:8, 1:7, 5:6, 9:4, 8:3	purple
2096	12	Minu	4	same			4:12, 3:8, 1:7, 5:6, 9:4, 8:3	purple
2097	12	Laju	1	Flame petals is at about half for me.			4:12, 3:8, 1:7, 5:6, 9:4, 8:3	purple
2098	12	Laju	1	That's my second best.			4:12, 3:8, 1:7, 5:6, 9:4, 8:3	purple
2099	12	Minu	4	my two highest are fuzzy ball and spikes			4:12, 3:8, 1:7, 5:6, 9:4, 8:3	purple
2100	12	Repi	3	ok I'll go feathery spike?			4:12, 3:8, 1:7, 5:6, 9:4, 8:3	purple
2101	12	Laju	1	Sure!			4:12, 3:8, 1:7, 5:6, 9:4, 8:3	purple
2103	12	Laju	1	Minu if you want you can do fuzzy ball and I'll do flame petals.			4:12, 3:8, 1:7, 5:6, 9:4, 8:3	purple
2104	12	Minu	4	okay			4:12, 3:8, 1:7, 5:6, 9:4, 8:3	purple
